attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
9,6,7,0,21.28,17.02,21.28,12.77,6.38,21.28
4,4,5,0,20.51,5.13,23.08,12.82,17.95,20.51
6,6,5,0,16.28,16.28,18.6,16.28,16.28,16.28
8,6,2,0,16.67,16.67,16.67,16.67,14.81,18.52
8,6,3,0,15.56,17.78,17.78,17.78,17.78,13.33
10,7,7,0,9.52,19.05,23.81,19.05,4.76,23.81
9,7,8,0,17.39,17.39,19.57,19.57,10.87,15.22
8,5,5,0,17.24,17.24,17.24,17.24,13.79,17.24
5,6,5,0,14.71,14.71,14.71,14.71,20.59,20.59
7,6,7,0,25.64,17.95,15.38,20.51,10.26,10.26
8,8,8,0,20,16,18,16,16,14
6,6,4,0,13.51,18.92,21.62,13.51,13.51,18.92
5,3,4,0,21.43,16.67,21.43,16.67,11.9,11.9
8,6,6,0,23.81,23.81,23.81,23.81,2.38,2.38
9,4,7,0,18.6,20.93,23.26,23.26,2.33,11.63
6,5,6,0,17.78,17.78,17.78,17.78,13.33,15.56
9,5,5,0,17.02,21.28,17.02,21.28,14.89,8.51
8,7,6,0,14.89,19.15,21.28,19.15,14.89,10.64
8,8,5,0,7.5,17.5,20,22.5,12.5,20
7,7,5,0,21.28,17.02,21.28,12.77,6.38,21.28
7,6,6,0,20.51,5.13,23.08,12.82,17.95,20.51
7,7,7,0,16.28,16.28,18.6,16.28,16.28,16.28
9,9,10,0,16.67,16.67,16.67,16.67,14.81,18.52
7,6,5,0,15.56,17.78,17.78,17.78,17.78,13.33
8,6,4,0,9.52,19.05,23.81,19.05,4.76,23.81
9,6,5,0,17.24,17.24,17.24,17.24,13.79,17.24
7,7,8,0,14.71,14.71,14.71,14.71,20.59,20.59
7,7,7,0,25.64,17.95,15.38,20.51,10.26,10.26
8,7,8,0,20,16,18,16,16,14
4,7,4,0,13.51,18.92,21.62,13.51,13.51,18.92
6,6,6,0,23.81,23.81,23.81,23.81,2.38,2.38
8,8,8,0,18.6,20.93,23.26,23.26,2.33,11.63
8,8,9,0,17.78,17.78,17.78,17.78,13.33,15.56
9,7,6,0,17.02,21.28,17.02,21.28,14.89,8.51
6,8,5,0,14.89,19.15,21.28,19.15,14.89,10.64
9,9,9,0,7.5,17.5,20,22.5,12.5,20
5,7,5,0,21.28,17.02,21.28,12.77,6.38,21.28
6,6,4,0,20.51,5.13,23.08,12.82,17.95,20.51
5,8,6,0,16.28,16.28,18.6,16.28,16.28,16.28
10,10,10,0,16.67,16.67,16.67,16.67,14.81,18.52
7,7,5,0,15.56,17.78,17.78,17.78,17.78,13.33
5,4,2,0,9.52,19.05,23.81,19.05,4.76,23.81
8,9,7,0,17.39,17.39,19.57,19.57,10.87,15.22
6,6,5,0,17.24,17.24,17.24,17.24,13.79,17.24
5,7,6,0,14.71,14.71,14.71,14.71,20.59,20.59
6,7,6,0,25.64,17.95,15.38,20.51,10.26,10.26
6,8,6,0,20,16,18,16,16,14
6,7,3,0,13.51,18.92,21.62,13.51,13.51,18.92
5,8,5,0,21.43,16.67,21.43,16.67,11.9,11.9
9,8,5,0,23.81,23.81,23.81,23.81,2.38,2.38
6,6,8,0,18.6,20.93,23.26,23.26,2.33,11.63
6,6,4,0,17.78,17.78,17.78,17.78,13.33,15.56
9,8,6,0,17.02,21.28,17.02,21.28,14.89,8.51
3,7,4,0,14.89,19.15,21.28,19.15,14.89,10.64
9,9,9,0,7.5,17.5,20,22.5,12.5,20
5,7,7,0,21.28,17.02,21.28,12.77,6.38,21.28
6,6,6,0,20.51,5.13,23.08,12.82,17.95,20.51
4,7,5,0,16.28,16.28,18.6,16.28,16.28,16.28
8,8,8,0,16.67,16.67,16.67,16.67,14.81,18.52
8,8,3,0,15.56,17.78,17.78,17.78,17.78,13.33
6,4,2,0,9.52,19.05,23.81,19.05,4.76,23.81
6,7,6,0,17.39,17.39,19.57,19.57,10.87,15.22
7,6,7,0,17.24,17.24,17.24,17.24,13.79,17.24
4,6,3,0,14.71,14.71,14.71,14.71,20.59,20.59
4,7,4,0,25.64,17.95,15.38,20.51,10.26,10.26
4,6,4,0,20,16,18,16,16,14
4,8,5,0,13.51,18.92,21.62,13.51,13.51,18.92
2,8,2,0,21.43,16.67,21.43,16.67,11.9,11.9
7,6,3,0,23.81,23.81,23.81,23.81,2.38,2.38
6,6,4,0,18.6,20.93,23.26,23.26,2.33,11.63
6,7,6,0,17.78,17.78,17.78,17.78,13.33,15.56
9,8,6,0,17.02,21.28,17.02,21.28,14.89,8.51
6,8,5,0,14.89,19.15,21.28,19.15,14.89,10.64
9,9,9,0,7.5,17.5,20,22.5,12.5,20
6,8,8,0,21.28,17.02,21.28,12.77,6.38,21.28
6,6,6,0,20.51,5.13,23.08,12.82,17.95,20.51
7,7,7,0,16.28,16.28,18.6,16.28,16.28,16.28
9,9,9,0,16.67,16.67,16.67,16.67,14.81,18.52
6,7,3,0,15.56,17.78,17.78,17.78,17.78,13.33
8,5,3,0,9.52,19.05,23.81,19.05,4.76,23.81
9,9,7,0,17.39,17.39,19.57,19.57,10.87,15.22
6,8,5,0,17.24,17.24,17.24,17.24,13.79,17.24
6,5,7,0,14.71,14.71,14.71,14.71,20.59,20.59
5,8,5,0,25.64,17.95,15.38,20.51,10.26,10.26
5,7,5,0,20,16,18,16,16,14
6,7,8,0,13.51,18.92,21.62,13.51,13.51,18.92
6,6,2,0,21.43,16.67,21.43,16.67,11.9,11.9
7,7,4,0,23.81,23.81,23.81,23.81,2.38,2.38
8,8,6,0,18.6,20.93,23.26,23.26,2.33,11.63
7,8,5,0,17.78,17.78,17.78,17.78,13.33,15.56
9,7,6,0,17.02,21.28,17.02,21.28,14.89,8.51
6,7,6,0,14.89,19.15,21.28,19.15,14.89,10.64
7,10,5,0,7.5,17.5,20,22.5,12.5,20
4,6,5,0,21.28,17.02,21.28,12.77,6.38,21.28
6,5,4,0,20.51,5.13,23.08,12.82,17.95,20.51
6,6,5,0,16.28,16.28,18.6,16.28,16.28,16.28
7,8,7,0,16.67,16.67,16.67,16.67,14.81,18.52
4,5,3,0,15.56,17.78,17.78,17.78,17.78,13.33
7,6,3,0,9.52,19.05,23.81,19.05,4.76,23.81
8,8,2,0,17.39,17.39,19.57,19.57,10.87,15.22
6,2,1,0,17.24,17.24,17.24,17.24,13.79,17.24
7,7,9,0,14.71,14.71,14.71,14.71,20.59,20.59
3,3,6,0,25.64,17.95,15.38,20.51,10.26,10.26
4,4,5,0,20,16,18,16,16,14
4,7,4,0,13.51,18.92,21.62,13.51,13.51,18.92
3,5,6,0,21.43,16.67,21.43,16.67,11.9,11.9
5,8,3,0,23.81,23.81,23.81,23.81,2.38,2.38
6,3,6,0,18.6,20.93,23.26,23.26,2.33,11.63
6,7,6,0,17.78,17.78,17.78,17.78,13.33,15.56
10,9,6,0,17.02,21.28,17.02,21.28,14.89,8.51
6,8,2,0,14.89,19.15,21.28,19.15,14.89,10.64
7,8,5,0,7.5,17.5,20,22.5,12.5,20
5,6,5,0,21.28,17.02,21.28,12.77,6.38,21.28
6,6,7,0,20.51,5.13,23.08,12.82,17.95,20.51
8,7,5,0,16.28,16.28,18.6,16.28,16.28,16.28
8,10,10,0,16.67,16.67,16.67,16.67,14.81,18.52
5,5,3,0,15.56,17.78,17.78,17.78,17.78,13.33
7,5,4,0,9.52,19.05,23.81,19.05,4.76,23.81
8,8,7,0,17.39,17.39,19.57,19.57,10.87,15.22
5,1,5,0,17.24,17.24,17.24,17.24,13.79,17.24
7,4,4,0,14.71,14.71,14.71,14.71,20.59,20.59
3,7,3,0,25.64,17.95,15.38,20.51,10.26,10.26
3,5,3,0,20,16,18,16,16,14
6,7,6,0,13.51,18.92,21.62,13.51,13.51,18.92
3,5,3,0,21.43,16.67,21.43,16.67,11.9,11.9
6,8,6,0,23.81,23.81,23.81,23.81,2.38,2.38
7,6,4,0,18.6,20.93,23.26,23.26,2.33,11.63
8,9,7,0,17.78,17.78,17.78,17.78,13.33,15.56
7,8,5,0,17.02,21.28,17.02,21.28,14.89,8.51
6,8,6,0,14.89,19.15,21.28,19.15,14.89,10.64
5,10,5,0,7.5,17.5,20,22.5,12.5,20
3,7,4,0,21.28,17.02,21.28,12.77,6.38,21.28
5,7,5,0,20.51,5.13,23.08,12.82,17.95,20.51
5,6,6,0,16.28,16.28,18.6,16.28,16.28,16.28
10,10,10,0,16.67,16.67,16.67,16.67,14.81,18.52
6,6,5,0,15.56,17.78,17.78,17.78,17.78,13.33
6,5,4,0,9.52,19.05,23.81,19.05,4.76,23.81
10,9,6,0,17.39,17.39,19.57,19.57,10.87,15.22
6,7,9,0,17.24,17.24,17.24,17.24,13.79,17.24
6,8,8,0,14.71,14.71,14.71,14.71,20.59,20.59
6,8,5,0,25.64,17.95,15.38,20.51,10.26,10.26
4,5,3,0,20,16,18,16,16,14
7,7,5,0,13.51,18.92,21.62,13.51,13.51,18.92
3,9,4,0,21.43,16.67,21.43,16.67,11.9,11.9
6,8,7,0,23.81,23.81,23.81,23.81,2.38,2.38
5,9,8,0,18.6,20.93,23.26,23.26,2.33,11.63
6,7,5,0,17.78,17.78,17.78,17.78,13.33,15.56
10,8,6,0,17.02,21.28,17.02,21.28,14.89,8.51
8,7,5,0,14.89,19.15,21.28,19.15,14.89,10.64
10,10,8,0,7.5,17.5,20,22.5,12.5,20
9,7,5,0,21.28,17.02,21.28,12.77,6.38,21.28
6,5,4,0,20.51,5.13,23.08,12.82,17.95,20.51
8,6,8,0,16.28,16.28,18.6,16.28,16.28,16.28
10,9,9,0,16.67,16.67,16.67,16.67,14.81,18.52
8,7,5,0,15.56,17.78,17.78,17.78,17.78,13.33
8,4,4,0,9.52,19.05,23.81,19.05,4.76,23.81
10,7,5,0,17.39,17.39,19.57,19.57,10.87,15.22
8,6,5,0,17.24,17.24,17.24,17.24,13.79,17.24
9,6,7,0,14.71,14.71,14.71,14.71,20.59,20.59
9,7,7,0,25.64,17.95,15.38,20.51,10.26,10.26
8,8,8,0,20,16,18,16,16,14
7,5,5,0,13.51,18.92,21.62,13.51,13.51,18.92
8,5,6,0,21.43,16.67,21.43,16.67,11.9,11.9
9,7,7,0,23.81,23.81,23.81,23.81,2.38,2.38
7,4,4,0,18.6,20.93,23.26,23.26,2.33,11.63
8,7,7,0,17.78,17.78,17.78,17.78,13.33,15.56
8,9,6,0,17.02,21.28,17.02,21.28,14.89,8.51
7,7,5,0,14.89,19.15,21.28,19.15,14.89,10.64
8,9,9,0,7.5,17.5,20,22.5,12.5,20
7,8,7,0,21.28,17.02,21.28,12.77,6.38,21.28
7,6,4,0,20.51,5.13,23.08,12.82,17.95,20.51
7,7,7,0,16.28,16.28,18.6,16.28,16.28,16.28
9,9,8,0,16.67,16.67,16.67,16.67,14.81,18.52
7,7,5,0,15.56,17.78,17.78,17.78,17.78,13.33
8,7,5,0,9.52,19.05,23.81,19.05,4.76,23.81
10,8,6,0,17.39,17.39,19.57,19.57,10.87,15.22
7,6,5,0,17.24,17.24,17.24,17.24,13.79,17.24
8,10,6,0,14.71,14.71,14.71,14.71,20.59,20.59
8,7,6,0,25.64,17.95,15.38,20.51,10.26,10.26
8,8,7,0,20,16,18,16,16,14
8,6,6,0,13.51,18.92,21.62,13.51,13.51,18.92
6,8,3,0,21.43,16.67,21.43,16.67,11.9,11.9
9,8,7,0,23.81,23.81,23.81,23.81,2.38,2.38
8,8,7,0,18.6,20.93,23.26,23.26,2.33,11.63
7,7,6,0,17.78,17.78,17.78,17.78,13.33,15.56
7,8,6,0,17.02,21.28,17.02,21.28,14.89,8.51
4,5,5,0,14.89,19.15,21.28,19.15,14.89,10.64
6,9,6,0,7.5,17.5,20,22.5,12.5,20
4,7,5,0,21.28,17.02,21.28,12.77,6.38,21.28
3,4,1,0,20.51,5.13,23.08,12.82,17.95,20.51
5,7,5,0,16.28,16.28,18.6,16.28,16.28,16.28
9,9,9,0,16.67,16.67,16.67,16.67,14.81,18.52
4,8,2,0,15.56,17.78,17.78,17.78,17.78,13.33
6,4,3,0,9.52,19.05,23.81,19.05,4.76,23.81
8,9,4,0,17.39,17.39,19.57,19.57,10.87,15.22
5,8,7,0,17.24,17.24,17.24,17.24,13.79,17.24
6,8,7,0,14.71,14.71,14.71,14.71,20.59,20.59
5,8,5,0,25.64,17.95,15.38,20.51,10.26,10.26
4,7,4,0,20,16,18,16,16,14
6,7,4,0,13.51,18.92,21.62,13.51,13.51,18.92
3,9,3,0,21.43,16.67,21.43,16.67,11.9,11.9
5,8,4,0,23.81,23.81,23.81,23.81,2.38,2.38
6,6,7,0,18.6,20.93,23.26,23.26,2.33,11.63
6,7,5,0,17.78,17.78,17.78,17.78,13.33,15.56
9,8,7,0,17.02,21.28,17.02,21.28,14.89,8.51
7,8,7,0,14.89,19.15,21.28,19.15,14.89,10.64
8,9,8,0,7.5,17.5,20,22.5,12.5,20
4,7,6,0,21.28,17.02,21.28,12.77,6.38,21.28
4,4,5,0,20.51,5.13,23.08,12.82,17.95,20.51
4,7,5,0,16.28,16.28,18.6,16.28,16.28,16.28
9,9,9,0,16.67,16.67,16.67,16.67,14.81,18.52
5,7,4,0,15.56,17.78,17.78,17.78,17.78,13.33
7,6,5,0,9.52,19.05,23.81,19.05,4.76,23.81
9,9,7,0,17.39,17.39,19.57,19.57,10.87,15.22
3,3,5,0,17.24,17.24,17.24,17.24,13.79,17.24
5,6,4,0,14.71,14.71,14.71,14.71,20.59,20.59
6,9,7,0,25.64,17.95,15.38,20.51,10.26,10.26
5,8,6,0,20,16,18,16,16,14
6,6,5,0,13.51,18.92,21.62,13.51,13.51,18.92
6,8,3,0,21.43,16.67,21.43,16.67,11.9,11.9
5,8,7,0,23.81,23.81,23.81,23.81,2.38,2.38
6,7,5,0,18.6,20.93,23.26,23.26,2.33,11.63
6,7,7,0,17.78,17.78,17.78,17.78,13.33,15.56
8,7,6,0,17.02,21.28,17.02,21.28,14.89,8.51
7,7,6,0,14.89,19.15,21.28,19.15,14.89,10.64
9,8,9,0,7.5,17.5,20,22.5,12.5,20
6,6,4,0,21.28,17.02,21.28,12.77,6.38,21.28
5,5,4,0,20.51,5.13,23.08,12.82,17.95,20.51
6,5,5,0,16.28,16.28,18.6,16.28,16.28,16.28
10,10,10,0,16.67,16.67,16.67,16.67,14.81,18.52
6,5,3,0,15.56,17.78,17.78,17.78,17.78,13.33
8,5,5,0,9.52,19.05,23.81,19.05,4.76,23.81
9,8,2,0,17.39,17.39,19.57,19.57,10.87,15.22
6,5,5,0,17.24,17.24,17.24,17.24,13.79,17.24
6,7,7,0,14.71,14.71,14.71,14.71,20.59,20.59
6,8,7,0,25.64,17.95,15.38,20.51,10.26,10.26
6,6,5,0,20,16,18,16,16,14
6,6,5,0,13.51,18.92,21.62,13.51,13.51,18.92
6,5,5,0,21.43,16.67,21.43,16.67,11.9,11.9
9,7,7,0,23.81,23.81,23.81,23.81,2.38,2.38
7,5,7,0,18.6,20.93,23.26,23.26,2.33,11.63
9,8,7,0,17.78,17.78,17.78,17.78,13.33,15.56
9,9,6,0,17.02,21.28,17.02,21.28,14.89,8.51
6,8,6,0,14.89,19.15,21.28,19.15,14.89,10.64
9,8,9,0,7.5,17.5,20,22.5,12.5,20
6,10,6,0,21.28,17.02,21.28,12.77,6.38,21.28
6,5,5,0,20.51,5.13,23.08,12.82,17.95,20.51
8,8,7,0,16.28,16.28,18.6,16.28,16.28,16.28
6,8,9,0,16.67,16.67,16.67,16.67,14.81,18.52
5,8,6,0,15.56,17.78,17.78,17.78,17.78,13.33
8,6,6,0,9.52,19.05,23.81,19.05,4.76,23.81
9,7,5,0,17.39,17.39,19.57,19.57,10.87,15.22
8,8,5,0,17.24,17.24,17.24,17.24,13.79,17.24
3,5,4,0,14.71,14.71,14.71,14.71,20.59,20.59
8,7,7,0,25.64,17.95,15.38,20.51,10.26,10.26
6,8,6,0,20,16,18,16,16,14
7,6,6,0,13.51,18.92,21.62,13.51,13.51,18.92
4,8,3,0,21.43,16.67,21.43,16.67,11.9,11.9
7,6,7,0,23.81,23.81,23.81,23.81,2.38,2.38
6,8,10,0,18.6,20.93,23.26,23.26,2.33,11.63
10,9,7,0,17.78,17.78,17.78,17.78,13.33,15.56
8,8,6,0,17.02,21.28,17.02,21.28,14.89,8.51
4,8,6,0,14.89,19.15,21.28,19.15,14.89,10.64
9,9,9,0,7.5,17.5,20,22.5,12.5,20
7,6,6,0,21.28,17.02,21.28,12.77,6.38,21.28
6,6,5,0,20.51,5.13,23.08,12.82,17.95,20.51
7,6,7,0,16.28,16.28,18.6,16.28,16.28,16.28
9,10,9,0,16.67,16.67,16.67,16.67,14.81,18.52
5,7,3,0,15.56,17.78,17.78,17.78,17.78,13.33
6,5,5,0,9.52,19.05,23.81,19.05,4.76,23.81
8,7,6,0,17.39,17.39,19.57,19.57,10.87,15.22
9,7,7,0,17.24,17.24,17.24,17.24,13.79,17.24
7,7,8,0,14.71,14.71,14.71,14.71,20.59,20.59
6,7,6,0,25.64,17.95,15.38,20.51,10.26,10.26
6,8,7,0,20,16,18,16,16,14
7,5,5,0,13.51,18.92,21.62,13.51,13.51,18.92
6,8,7,0,21.43,16.67,21.43,16.67,11.9,11.9
9,8,8,0,23.81,23.81,23.81,23.81,2.38,2.38
7,7,5,0,18.6,20.93,23.26,23.26,2.33,11.63
8,9,8,0,17.78,17.78,17.78,17.78,13.33,15.56
7,8,7,1,16,16,20,16,18,14
8,7,9,1,15.38,19.23,19.23,19.23,13.46,13.46
5,8,5,1,17.65,17.65,17.65,15.69,15.69,15.69
7,7,4,1,14,18,20,18,16,14
4,5,5,1,15.38,19.23,17.31,19.23,9.62,19.23
2,10,5,1,17.5,17.5,20,12.5,20,12.5
7,9,5,1,15.38,19.23,19.23,19.23,15.38,11.54
5,6,6,1,19.61,15.69,17.65,15.69,17.65,13.73
5,6,5,1,15.38,17.31,19.23,19.23,11.54,17.31
5,7,1,1,14.58,16.67,20.83,18.75,16.67,12.5
4,6,4,1,17.31,13.46,17.31,19.23,19.23,13.46
5,8,7,1,11.54,13.46,19.23,19.23,19.23,17.31
6,8,2,1,16.36,16.36,18.18,18.18,16.36,14.55
6,7,5,1,14.29,18.37,18.37,16.33,18.37,14.29
8,9,6,1,15.52,17.24,17.24,17.24,17.24,15.52
9,9,7,1,16,16,20,16,18,14
7,8,9,1,15.38,19.23,19.23,19.23,13.46,13.46
5,6,5,1,17.65,17.65,17.65,15.69,15.69,15.69
8,8,1,1,14,18,20,18,16,14
4,5,5,1,15.38,19.23,17.31,19.23,9.62,19.23
6,6,5,1,17.5,17.5,20,12.5,20,12.5
7,8,7,1,15.38,17.31,17.31,17.31,17.31,15.38
7,8,7,1,15.38,19.23,19.23,19.23,15.38,11.54
7,6,7,1,16,20,18,20,18,8
7,7,6,1,19.61,15.69,17.65,15.69,17.65,13.73
10,8,8,1,15.38,17.31,19.23,19.23,11.54,17.31
7,7,7,1,14.58,16.67,20.83,18.75,16.67,12.5
6,9,7,1,17.31,13.46,17.31,19.23,19.23,13.46
10,10,10,1,11.54,13.46,19.23,19.23,19.23,17.31
7,8,10,1,20,15.56,20,15.56,11.11,17.78
4,7,7,1,16.36,16.36,18.18,18.18,16.36,14.55
7,6,7,1,14.29,18.37,18.37,16.33,18.37,14.29
6,9,6,1,15.52,17.24,17.24,17.24,17.24,15.52
4,8,5,1,16,16,20,16,18,14
5,8,6,1,15.38,19.23,19.23,19.23,13.46,13.46
7,6,4,1,14,18,20,18,16,14
3,4,7,1,15.38,19.23,17.31,19.23,9.62,19.23
1,6,2,1,17.5,17.5,20,12.5,20,12.5
5,8,7,1,15.38,19.23,19.23,19.23,15.38,11.54
2,5,4,1,16,20,18,20,18,8
3,8,7,1,19.61,15.69,17.65,15.69,17.65,13.73
2,8,2,1,15.38,17.31,19.23,19.23,11.54,17.31
2,8,5,1,14.58,16.67,20.83,18.75,16.67,12.5
3,8,5,1,17.31,13.46,17.31,19.23,19.23,13.46
5,5,5,1,11.54,13.46,19.23,19.23,19.23,17.31
1,1,1,1,20,15.56,20,15.56,11.11,17.78
4,9,6,1,16.36,16.36,18.18,18.18,16.36,14.55
6,7,7,1,14.29,18.37,18.37,16.33,18.37,14.29
6,8,7,1,15.52,17.24,17.24,17.24,17.24,15.52
8,8,9,1,16,16,20,16,18,14
9,6,6,1,15.38,19.23,19.23,19.23,13.46,13.46
6,8,9,1,17.65,17.65,17.65,15.69,15.69,15.69
8,9,4,1,14,18,20,18,16,14
6,5,6,1,15.38,19.23,17.31,19.23,9.62,19.23
9,9,8,1,17.5,17.5,20,12.5,20,12.5
9,8,7,1,15.38,19.23,19.23,19.23,15.38,11.54
10,7,7,1,16,20,18,20,18,8
9,8,7,1,19.61,15.69,17.65,15.69,17.65,13.73
10,10,6,1,15.38,17.31,19.23,19.23,11.54,17.31
9,5,5,1,14.58,16.67,20.83,18.75,16.67,12.5
7,8,7,1,17.31,13.46,17.31,19.23,19.23,13.46
6,8,8,1,11.54,13.46,19.23,19.23,19.23,17.31
5,7,4,1,16.36,16.36,18.18,18.18,16.36,14.55
7,10,5,1,14.29,18.37,18.37,16.33,18.37,14.29
8,8,8,1,15.52,17.24,17.24,17.24,17.24,15.52
8,9,7,1,16,16,20,16,18,14
6,10,6,1,15.38,19.23,19.23,19.23,13.46,13.46
7,8,3,1,14,18,20,18,16,14
5,4,5,1,15.38,19.23,17.31,19.23,9.62,19.23
4,9,4,1,17.5,17.5,20,12.5,20,12.5
6,8,7,1,15.38,19.23,19.23,19.23,15.38,11.54
5,7,5,1,19.61,15.69,17.65,15.69,17.65,13.73
5,8,5,1,15.38,17.31,19.23,19.23,11.54,17.31
7,7,7,1,14.58,16.67,20.83,18.75,16.67,12.5
6,9,3,1,17.31,13.46,17.31,19.23,19.23,13.46
5,8,5,1,11.54,13.46,19.23,19.23,19.23,17.31
3,7,5,1,16.36,16.36,18.18,18.18,16.36,14.55
6,7,5,1,14.29,18.37,18.37,16.33,18.37,14.29
7,8,5,1,15.52,17.24,17.24,17.24,17.24,15.52
8,9,6,1,16,16,20,16,18,14
9,10,9,1,15.38,19.23,19.23,19.23,13.46,13.46
6,7,8,1,17.65,17.65,17.65,15.69,15.69,15.69
7,7,4,1,14,18,20,18,16,14
5,4,4,1,15.38,19.23,17.31,19.23,9.62,19.23
9,10,10,1,17.5,17.5,20,12.5,20,12.5
8,8,5,1,15.38,19.23,19.23,19.23,15.38,11.54
7,8,8,1,19.61,15.69,17.65,15.69,17.65,13.73
6,6,6,1,15.38,17.31,19.23,19.23,11.54,17.31
9,9,8,1,17.31,13.46,17.31,19.23,19.23,13.46
8,9,9,1,11.54,13.46,19.23,19.23,19.23,17.31
6,10,7,1,16.36,16.36,18.18,18.18,16.36,14.55
8,8,6,1,14.29,18.37,18.37,16.33,18.37,14.29
8,8,8,1,15.52,17.24,17.24,17.24,17.24,15.52
6,10,7,1,16,16,20,16,18,14
5,10,6,1,15.38,19.23,19.23,19.23,13.46,13.46
7,7,5,1,14,18,20,18,16,14
3,2,4,1,15.38,19.23,17.31,19.23,9.62,19.23
2,10,7,1,17.5,17.5,20,12.5,20,12.5
3,8,3,1,15.38,17.31,17.31,17.31,17.31,15.38
5,9,4,1,15.38,19.23,19.23,19.23,15.38,11.54
3,9,6,1,16,20,18,20,18,8
4,7,8,1,19.61,15.69,17.65,15.69,17.65,13.73
8,8,6,1,15.38,17.31,19.23,19.23,11.54,17.31
9,10,9,1,14.58,16.67,20.83,18.75,16.67,12.5
7,9,7,1,17.31,13.46,17.31,19.23,19.23,13.46
5,10,9,1,11.54,13.46,19.23,19.23,19.23,17.31
6,10,10,1,16.36,16.36,18.18,18.18,16.36,14.55
6,6,5,1,14.29,18.37,18.37,16.33,18.37,14.29
6,7,7,1,15.52,17.24,17.24,17.24,17.24,15.52
8,10,7,1,16,16,20,16,18,14
7,8,6,1,15.38,19.23,19.23,19.23,13.46,13.46
7,7,4,1,14,18,20,18,16,14
3,5,5,1,15.38,19.23,17.31,19.23,9.62,19.23
5,10,2,1,17.5,17.5,20,12.5,20,12.5
6,9,5,1,15.38,19.23,19.23,19.23,15.38,11.54
4,7,6,1,19.61,15.69,17.65,15.69,17.65,13.73
8,8,6,1,15.38,17.31,19.23,19.23,11.54,17.31
8,7,5,1,14.58,16.67,20.83,18.75,16.67,12.5
6,7,6,1,17.31,13.46,17.31,19.23,19.23,13.46
5,7,7,1,11.54,13.46,19.23,19.23,19.23,17.31
6,10,10,1,16.36,16.36,18.18,18.18,16.36,14.55
7,7,7,1,14.29,18.37,18.37,16.33,18.37,14.29
8,9,7,1,15.52,17.24,17.24,17.24,17.24,15.52
3,10,5,1,16,16,20,16,18,14
4,5,4,1,15.38,19.23,19.23,19.23,13.46,13.46
2,6,2,1,17.65,17.65,17.65,15.69,15.69,15.69
7,7,4,1,14,18,20,18,16,14
2,3,2,1,15.38,19.23,17.31,19.23,9.62,19.23
2,9,2,1,17.5,17.5,20,12.5,20,12.5
2,9,4,1,15.38,19.23,19.23,19.23,15.38,11.54
3,9,3,1,16,20,18,20,18,8
1,6,1,1,19.61,15.69,17.65,15.69,17.65,13.73
3,10,6,1,15.38,17.31,19.23,19.23,11.54,17.31
4,10,7,1,14.58,16.67,20.83,18.75,16.67,12.5
1,1,1,1,17.31,13.46,17.31,19.23,19.23,13.46
5,7,6,1,11.54,13.46,19.23,19.23,19.23,17.31
4,10,6,1,16.36,16.36,18.18,18.18,16.36,14.55
5,8,6,1,14.29,18.37,18.37,16.33,18.37,14.29
6,8,6,1,15.52,17.24,17.24,17.24,17.24,15.52
6,10,6,1,16,16,20,16,18,14
6,8,6,1,15.38,19.23,19.23,19.23,13.46,13.46
7,7,5,1,14,18,20,18,16,14
4,4,5,1,15.38,19.23,17.31,19.23,9.62,19.23
2,10,10,1,17.5,17.5,20,12.5,20,12.5
8,9,8,1,15.38,19.23,19.23,19.23,15.38,11.54
6,6,6,1,19.61,15.69,17.65,15.69,17.65,13.73
6,7,4,1,15.38,17.31,19.23,19.23,11.54,17.31
8,8,5,1,14.58,16.67,20.83,18.75,16.67,12.5
3,8,3,1,17.31,13.46,17.31,19.23,19.23,13.46
5,5,5,1,11.54,13.46,19.23,19.23,19.23,17.31
5,10,7,1,16.36,16.36,18.18,18.18,16.36,14.55
6,7,6,1,14.29,18.37,18.37,16.33,18.37,14.29
7,8,7,1,15.52,17.24,17.24,17.24,17.24,15.52
7,9,9,1,16,16,20,16,18,14
8,8,7,1,15.38,19.23,19.23,19.23,13.46,13.46
8,8,4,1,14,18,20,18,16,14
4,5,3,1,15.38,19.23,17.31,19.23,9.62,19.23
3,10,2,1,17.5,17.5,20,12.5,20,12.5
4,9,5,1,15.38,19.23,19.23,19.23,15.38,11.54
5,6,4,1,19.61,15.69,17.65,15.69,17.65,13.73
10,10,9,1,15.38,17.31,19.23,19.23,11.54,17.31
7,7,7,1,14.58,16.67,20.83,18.75,16.67,12.5
4,8,4,1,17.31,13.46,17.31,19.23,19.23,13.46
10,10,10,1,11.54,13.46,19.23,19.23,19.23,17.31
5,9,7,1,16.36,16.36,18.18,18.18,16.36,14.55
7,8,6,1,14.29,18.37,18.37,16.33,18.37,14.29
6,8,7,1,15.52,17.24,17.24,17.24,17.24,15.52
7,10,6,1,16,16,20,16,18,14
6,7,7,1,15.38,19.23,19.23,19.23,13.46,13.46
3,4,2,1,17.65,17.65,17.65,15.69,15.69,15.69
7,7,4,1,14,18,20,18,16,14
4,6,6,1,15.38,19.23,17.31,19.23,9.62,19.23
7,10,2,1,17.5,17.5,20,12.5,20,12.5
7,9,5,1,15.38,19.23,19.23,19.23,15.38,11.54
7,9,8,1,19.61,15.69,17.65,15.69,17.65,13.73
