,iid,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,race,pid,dec_o,gender,age,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
1927,143,4.0,6.0,5.0,4.0,5.0,5.0,3.0,2.0,173.0,0,0,33.0,18.37,18.37,20.41,20.41,16.33,6.12,4.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,0
1928,144,9.0,9.0,9.0,7.0,7.0,8.0,9.0,2.0,158.0,1,0,23.0,19.05,19.05,19.05,19.05,9.52,14.29,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1929,144,8.0,8.0,8.0,8.0,7.0,9.0,9.0,2.0,159.0,1,0,23.0,15.91,20.45,20.45,20.45,11.36,11.36,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1930,144,6.0,8.0,9.0,9.0,9.0,7.0,7.0,2.0,160.0,0,0,23.0,16.0,18.0,18.0,18.0,14.0,16.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1931,144,6.0,8.0,10.0,9.0,3.0,1.0,5.0,2.0,161.0,0,0,23.0,16.67,18.75,18.75,18.75,18.75,8.33,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1932,144,8.0,7.0,7.0,7.0,7.0,5.0,8.0,2.0,162.0,1,0,23.0,15.22,15.22,19.57,17.39,13.04,19.57,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,1
1933,144,8.0,8.0,8.0,6.0,6.0,5.0,6.0,2.0,163.0,0,0,23.0,12.0,20.0,20.0,20.0,16.0,12.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1934,144,7.0,7.0,9.0,7.0,6.0,5.0,7.0,2.0,164.0,0,0,23.0,20.51,23.08,20.51,17.95,2.56,15.38,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1935,144,7.0,8.0,10.0,8.0,7.0,6.0,7.0,2.0,165.0,0,0,23.0,16.67,12.5,20.83,18.75,12.5,18.75,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1937,144,4.0,6.0,5.0,4.0,5.0,6.0,3.0,2.0,167.0,0,0,23.0,18.6,13.95,18.6,16.28,16.28,16.28,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1938,144,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,168.0,1,0,23.0,11.11,17.78,17.78,17.78,17.78,17.78,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1939,144,8.0,7.0,8.0,9.0,7.0,9.0,8.0,2.0,169.0,0,0,23.0,17.78,20.0,17.78,15.56,15.56,13.33,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1941,144,8.0,9.0,9.0,9.0,8.0,10.0,8.0,2.0,171.0,1,0,23.0,19.57,10.87,19.57,19.57,19.57,10.87,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1942,144,4.0,7.0,8.0,5.0,6.0,4.0,4.0,2.0,172.0,0,0,23.0,17.78,17.78,22.22,20.0,15.56,6.67,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1943,144,5.0,7.0,6.0,6.0,6.0,5.0,4.0,2.0,173.0,0,0,23.0,18.37,18.37,20.41,20.41,16.33,6.12,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,0
1944,145,9.0,8.0,9.0,7.0,7.0,8.0,9.0,2.0,158.0,1,0,24.0,19.05,19.05,19.05,19.05,9.52,14.29,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1945,145,8.0,8.0,8.0,7.0,7.0,9.0,8.0,2.0,159.0,1,0,24.0,15.91,20.45,20.45,20.45,11.36,11.36,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1946,145,4.0,8.0,9.0,4.0,10.0,3.0,5.0,2.0,160.0,0,0,24.0,16.0,18.0,18.0,18.0,14.0,16.0,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1947,145,6.0,8.0,10.0,7.0,5.0,3.0,4.0,2.0,161.0,0,0,24.0,16.67,18.75,18.75,18.75,18.75,8.33,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1948,145,5.0,6.0,7.0,7.0,6.0,5.0,6.0,2.0,162.0,0,0,24.0,15.22,15.22,19.57,17.39,13.04,19.57,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1949,145,6.0,7.0,6.0,8.0,5.0,3.0,5.0,2.0,163.0,0,0,24.0,12.0,20.0,20.0,20.0,16.0,12.0,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1951,145,6.0,8.0,9.0,6.0,8.0,5.0,6.0,2.0,165.0,0,0,24.0,16.67,12.5,20.83,18.75,12.5,18.75,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1953,145,2.0,6.0,6.0,4.0,5.0,5.0,3.0,2.0,167.0,0,0,24.0,18.6,13.95,18.6,16.28,16.28,16.28,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1954,145,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,168.0,1,0,24.0,11.11,17.78,17.78,17.78,17.78,17.78,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1955,145,7.0,9.0,9.0,8.0,9.0,8.0,8.0,2.0,169.0,0,0,24.0,17.78,20.0,17.78,15.56,15.56,13.33,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1956,145,6.0,7.0,6.0,6.0,6.0,8.0,6.0,2.0,170.0,1,0,24.0,16.28,20.93,18.6,18.6,13.95,11.63,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1957,145,6.0,8.0,9.0,5.0,8.0,3.0,6.0,2.0,171.0,1,0,24.0,19.57,10.87,19.57,19.57,19.57,10.87,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1958,145,2.0,7.0,9.0,2.0,4.0,2.0,3.0,2.0,172.0,0,0,24.0,17.78,17.78,22.22,20.0,15.56,6.67,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1959,145,4.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,173.0,0,0,24.0,18.37,18.37,20.41,20.41,16.33,6.12,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,0
1960,146,8.0,9.0,8.0,7.0,7.0,8.0,9.0,2.0,158.0,1,0,36.0,19.05,19.05,19.05,19.05,9.52,14.29,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1963,146,5.0,6.0,7.0,4.0,5.0,5.0,4.0,2.0,161.0,0,0,36.0,16.67,18.75,18.75,18.75,18.75,8.33,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1964,146,4.0,6.0,8.0,3.0,6.0,3.0,4.0,2.0,162.0,0,0,36.0,15.22,15.22,19.57,17.39,13.04,19.57,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1965,146,5.0,8.0,7.0,6.0,7.0,7.0,6.0,2.0,163.0,0,0,36.0,12.0,20.0,20.0,20.0,16.0,12.0,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1966,146,9.0,10.0,10.0,8.0,8.0,8.0,10.0,2.0,164.0,1,0,36.0,20.51,23.08,20.51,17.95,2.56,15.38,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,1
1967,146,8.0,7.0,9.0,7.0,7.0,7.0,7.0,2.0,165.0,1,0,36.0,16.67,12.5,20.83,18.75,12.5,18.75,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1969,146,3.0,6.0,8.0,2.0,5.0,3.0,3.0,2.0,167.0,0,0,36.0,18.6,13.95,18.6,16.28,16.28,16.28,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1970,146,4.0,6.0,7.0,6.0,6.0,3.0,4.0,2.0,168.0,0,0,36.0,11.11,17.78,17.78,17.78,17.78,17.78,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1971,146,7.0,8.0,9.0,7.0,8.0,7.0,7.0,2.0,169.0,0,0,36.0,17.78,20.0,17.78,15.56,15.56,13.33,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1972,146,5.0,7.0,7.0,6.0,6.0,5.0,5.0,2.0,170.0,1,0,36.0,16.28,20.93,18.6,18.6,13.95,11.63,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1973,146,6.0,8.0,9.0,6.0,7.0,7.0,8.0,2.0,171.0,1,0,36.0,19.57,10.87,19.57,19.57,19.57,10.87,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1974,146,1.0,4.0,5.0,1.0,3.0,1.0,1.0,2.0,172.0,0,0,36.0,17.78,17.78,22.22,20.0,15.56,6.67,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1975,146,5.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0,173.0,0,0,36.0,18.37,18.37,20.41,20.41,16.33,6.12,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,0
1976,147,9.0,7.0,7.0,9.0,8.0,6.0,8.0,4.0,158.0,1,0,26.0,19.05,19.05,19.05,19.05,9.52,14.29,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1977,147,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,159.0,0,0,26.0,15.91,20.45,20.45,20.45,11.36,11.36,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1978,147,8.0,10.0,9.0,8.0,8.0,7.0,6.0,4.0,160.0,1,0,26.0,16.0,18.0,18.0,18.0,14.0,16.0,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,1
1979,147,7.0,8.0,9.0,10.0,6.0,6.0,4.0,4.0,161.0,0,0,26.0,16.67,18.75,18.75,18.75,18.75,8.33,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1980,147,5.0,7.0,7.0,8.0,7.0,5.0,5.0,4.0,162.0,1,0,26.0,15.22,15.22,19.57,17.39,13.04,19.57,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1981,147,7.0,9.0,7.0,8.0,7.0,8.0,6.0,4.0,163.0,0,0,26.0,12.0,20.0,20.0,20.0,16.0,12.0,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1982,147,9.0,6.0,6.0,8.0,6.0,5.0,6.0,4.0,164.0,0,0,26.0,20.51,23.08,20.51,17.95,2.56,15.38,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1983,147,7.0,8.0,8.0,10.0,8.0,5.0,8.0,4.0,165.0,1,0,26.0,16.67,12.5,20.83,18.75,12.5,18.75,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,1
1985,147,3.0,6.0,5.0,8.0,2.0,4.0,5.0,4.0,167.0,0,0,26.0,18.6,13.95,18.6,16.28,16.28,16.28,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1986,147,4.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,168.0,0,0,26.0,11.11,17.78,17.78,17.78,17.78,17.78,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1988,147,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,170.0,1,0,26.0,16.28,20.93,18.6,18.6,13.95,11.63,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1989,147,5.0,6.0,7.0,9.0,7.0,4.0,9.0,4.0,171.0,0,0,26.0,19.57,10.87,19.57,19.57,19.57,10.87,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1991,147,5.0,7.0,5.0,6.0,6.0,4.0,4.0,4.0,173.0,0,0,26.0,18.37,18.37,20.41,20.41,16.33,6.12,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,0
1992,148,9.0,8.0,8.0,7.0,7.0,7.0,8.0,4.0,158.0,1,0,27.0,19.05,19.05,19.05,19.05,9.52,14.29,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
1994,148,7.0,8.0,8.0,8.0,8.0,7.0,7.0,4.0,160.0,1,0,27.0,16.0,18.0,18.0,18.0,14.0,16.0,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
1995,148,6.0,6.0,8.0,5.0,7.0,5.0,5.0,4.0,161.0,0,0,27.0,16.67,18.75,18.75,18.75,18.75,8.33,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
1996,148,6.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,162.0,1,0,27.0,15.22,15.22,19.57,17.39,13.04,19.57,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
1997,148,8.0,8.0,8.0,7.0,6.0,5.0,7.0,4.0,163.0,0,0,27.0,12.0,20.0,20.0,20.0,16.0,12.0,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
1999,148,8.0,8.0,9.0,6.0,9.0,5.0,8.0,4.0,165.0,1,0,27.0,16.67,12.5,20.83,18.75,12.5,18.75,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2001,148,6.0,5.0,6.0,5.0,4.0,3.0,5.0,4.0,167.0,1,0,27.0,18.6,13.95,18.6,16.28,16.28,16.28,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2002,148,7.0,8.0,8.0,6.0,6.0,5.0,7.0,4.0,168.0,1,0,27.0,11.11,17.78,17.78,17.78,17.78,17.78,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2004,148,6.0,6.0,7.0,5.0,8.0,5.0,6.0,4.0,170.0,1,0,27.0,16.28,20.93,18.6,18.6,13.95,11.63,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2005,148,7.0,7.0,7.0,6.0,8.0,6.0,8.0,4.0,171.0,1,0,27.0,19.57,10.87,19.57,19.57,19.57,10.87,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2006,148,7.0,4.0,6.0,9.0,8.0,4.0,6.0,4.0,172.0,1,0,27.0,17.78,17.78,22.22,20.0,15.56,6.67,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2007,148,5.0,8.0,5.0,7.0,6.0,5.0,5.0,4.0,173.0,0,0,27.0,18.37,18.37,20.41,20.41,16.33,6.12,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,0
2008,149,9.0,9.0,9.0,8.0,7.0,6.0,8.0,2.0,158.0,1,0,28.0,19.05,19.05,19.05,19.05,9.52,14.29,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2009,149,8.0,9.0,7.0,7.0,7.0,6.0,7.0,2.0,159.0,1,0,28.0,15.91,20.45,20.45,20.45,11.36,11.36,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2011,149,7.0,6.0,7.0,5.0,8.0,7.0,7.0,2.0,161.0,0,0,28.0,16.67,18.75,18.75,18.75,18.75,8.33,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2012,149,8.0,6.0,6.0,7.0,7.0,5.0,6.0,2.0,162.0,1,0,28.0,15.22,15.22,19.57,17.39,13.04,19.57,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2013,149,8.0,8.0,8.0,7.0,7.0,6.0,8.0,2.0,163.0,1,0,28.0,12.0,20.0,20.0,20.0,16.0,12.0,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2015,149,9.0,7.0,9.0,7.0,6.0,5.0,7.0,2.0,165.0,1,0,28.0,16.67,12.5,20.83,18.75,12.5,18.75,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2017,149,6.0,6.0,6.0,5.0,4.0,4.0,7.0,2.0,167.0,1,0,28.0,18.6,13.95,18.6,16.28,16.28,16.28,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2018,149,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,168.0,0,0,28.0,11.11,17.78,17.78,17.78,17.78,17.78,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2019,149,9.0,8.0,9.0,8.0,8.0,8.0,9.0,2.0,169.0,0,0,28.0,17.78,20.0,17.78,15.56,15.56,13.33,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2020,149,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,170.0,1,0,28.0,16.28,20.93,18.6,18.6,13.95,11.63,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,0
2021,149,8.0,7.0,8.0,6.0,9.0,10.0,9.0,2.0,171.0,1,0,28.0,19.57,10.87,19.57,19.57,19.57,10.87,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,1
2022,149,6.0,4.0,7.0,5.0,6.0,7.0,6.0,2.0,172.0,1,0,28.0,17.78,17.78,22.22,20.0,15.56,6.67,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,1
2023,149,8.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,173.0,1,0,28.0,18.37,18.37,20.41,20.41,16.33,6.12,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,1
2024,150,10.0,8.0,9.0,7.0,7.0,7.0,9.0,2.0,158.0,1,0,31.0,19.05,19.05,19.05,19.05,9.52,14.29,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2025,150,8.0,9.0,9.0,8.0,8.0,5.0,8.0,2.0,159.0,1,0,31.0,15.91,20.45,20.45,20.45,11.36,11.36,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2026,150,7.0,10.0,9.0,8.0,8.0,3.0,7.0,2.0,160.0,1,0,31.0,16.0,18.0,18.0,18.0,14.0,16.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2027,150,8.0,8.0,10.0,8.0,6.0,5.0,6.0,2.0,161.0,0,0,31.0,16.67,18.75,18.75,18.75,18.75,8.33,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2028,150,6.0,9.0,8.0,5.0,6.0,3.0,5.0,2.0,162.0,0,0,31.0,15.22,15.22,19.57,17.39,13.04,19.57,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2029,150,9.0,9.0,9.0,8.0,8.0,5.0,8.0,2.0,163.0,1,0,31.0,12.0,20.0,20.0,20.0,16.0,12.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2031,150,8.0,10.0,9.0,8.0,8.0,7.0,8.0,2.0,165.0,1,0,31.0,16.67,12.5,20.83,18.75,12.5,18.75,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,1
2033,150,7.0,5.0,6.0,7.0,5.0,4.0,6.0,2.0,167.0,1,0,31.0,18.6,13.95,18.6,16.28,16.28,16.28,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,1
2034,150,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,168.0,1,0,31.0,11.11,17.78,17.78,17.78,17.78,17.78,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2035,150,7.0,8.0,9.0,7.0,9.0,8.0,8.0,2.0,169.0,0,0,31.0,17.78,20.0,17.78,15.56,15.56,13.33,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2036,150,6.0,7.0,7.0,7.0,6.0,7.0,6.0,2.0,170.0,1,0,31.0,16.28,20.93,18.6,18.6,13.95,11.63,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2037,150,7.0,9.0,9.0,7.0,8.0,5.0,7.0,2.0,171.0,1,0,31.0,19.57,10.87,19.57,19.57,19.57,10.87,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2038,150,4.0,6.0,8.0,4.0,6.0,3.0,3.0,2.0,172.0,0,0,31.0,17.78,17.78,22.22,20.0,15.56,6.67,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
2039,150,7.0,7.0,7.0,7.0,7.0,5.0,6.0,2.0,173.0,1,0,31.0,18.37,18.37,20.41,20.41,16.33,6.12,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,0
